marihuana,0.9633454102062846
éxtasis,0.955410194295891
extasis,0.9522139453368014
fuma,0.9509295280012443
codeína,0.9490913031876717
fuman,0.948763873737205
codeina,0.9473228494879748
fumar,0.9449396521581087
picky,0.9440633103656162
mariobautista,0.9423156559106348
cocaína,0.9415245720729364
legalizar,0.9412643453572492
marihuana..,0.9411656211254186
cambie,0.9405435446783075
fumando,0.9398985040152159
bautista,0.9396599198335964
ma,0.9395051387774597
ari,0.9382539792204333
petrogustavo,0.937946828412722
fumado,0.9378045795692864
fume,0.9377432803489937
ketamina,0.9374072980444471
legalización,0.9373984168423654
trepa,0.9371051819829629
legaliza,0.9370525676382951
bellaca,0.9367618888430538
fumo,0.9364380523284873
cambié,0.9359321307176994
cultivar,0.9358360139130014
fumamos,0.9350607530024128
marihuana.,0.9349656056237108
mari,0.9348240917271562
marihuana🎶,0.9347535964563678
g,0.9340413303838503
v,0.9339608765517621
bellaka,0.9332582547249078
legal,0.933089500588677
vicentefoxque,0.9326369701598516
mar,0.9325502507213258
pastillitas,0.9324251206793384
amor,0.932382777092842
on,0.9321049548829341
fumes,0.931975373077478
loca,0.931653586105008
legalicen,0.93146200180814
co,0.9313681491807698
ra,0.9312890145356678
mete,0.9307487191199664
comieron,0.9306927631977002
medicinal,0.9305736162100131
whisky,0.9301212753912742
es,0.9300247348079795
m,0.9299577462975106
c,0.9299364555154518
alcohol,0.9298540859232306
fumas,0.9297909729953928
cigarrillo,0.9296763902516028
olor,0.9296582470788508
na,0.9296536248811709
quiere,0.9295801753982706
humo,0.9294923825512672
planta,0.9294107692078823
bebecita,0.929079950873254
h,0.9290090293331184
cocaina,0.9289433407212743
i,0.92873938342369
pem,0.9287154054900486
putero,0.9283687157734912
llevarme,0.9283239650652382
bob,0.9282322417515727
excesos,0.928105264131887
legalice,0.9280255117189601
l,0.9279146333279906
code,0.9278902647366685
fumemos,0.9277799049366388
mario,0.9272995811787058
lean,0.92712391537522
fumen,0.9270645512520518
droga,0.9269996842609722
ratones,0.9269702764764952
dy,0.9265254583407583
tire,0.9263740714674995
ona,0.9263435050811292
p,0.9261524222956719
ad,0.9261106398754536
ivanduque,0.9259634765798586
lopezobrador,0.9259263499883021
t,0.9257519297021204
cubana,0.9257155471682244
orégano,0.9256880235102944
plantas,0.9255991640830492
ron,0.9254741741744449
fumaba,0.9254578723529723
alvarouribevel,0.9254062568115077
n,0.9251526135408249
ca,0.9251067736449061
aflojan,0.9248165827563892
ratas,0.9248005939478796
huele,0.9247126567685372
invita,0.9246274290370649
debateenantioquia,0.9245861944046129
perico,0.9241815179695588
drogado,0.9234861518197575
do,0.9229859616321207
ama,0.9228623952609235
kilos,0.9226052630522145
z,0.9223488243096288
as,0.9222412469163107
ana,0.9222172760490464
bebe,0.9221904569787847
gustas,0.9220170597751778
fumaste,0.9219531658681522
consumo,0.9218188035098667
rama,0.9217212701489376
cama,0.9215716736312738
am,0.9215101720376027
legalizen,0.9214205094983388
mejo,0.92104235043194
brownie,0.9209446726516342
enrolo,0.9208012487565647
fragancia,0.9204825243386406
coca,0.9201991684810543
da,0.9200224542843819
bebesita,0.9197069104924419
persiguen,0.9194621651972896
porro,0.9191348120318991
legalizan,0.9190936030151071
fumé,0.9190936030151071
ferbelaunzaran,0.9190936030151071
amo,0.9187731856423439
morada,0.9187503965160091
amnesia,0.9187357586902947
cannabis,0.9187063994953876
consumir,0.9186857814422801
ee,0.9186532700797942
drogas,0.9183170530796468
pizca,0.9181658709478064
psicológicos,0.9179662568703598
ej,0.9177364940950711
mon,0.917691959821533
sexo,0.917356272445815
illa,0.9173088112859589
traumas,0.9171490330186559
paterna,0.9171490330186559
asustaste,0.9171490330186559
comisaria,0.9171490330186559
rock,0.9168865572003296
is,0.9166215309979042
di,0.9163582335495198
gusta,0.9163435435343253
matemos,0.9162787252419
marihuana🎵,0.916238678038278
arresta,0.9160764941055493
rt,0.9159870504756003
ratis,0.9158270288763135
explican,0.9158270288763135
tonelada,0.9154527944927218
d,0.9154147371968135
comiero…,0.9153490784745707
dolaryesterday,0.9153490784745707
bonarense,0.9153490784745707
ola,0.9152720452053245
re,0.9150572339764489
tas,0.9150183143955939
in,0.9148820714235991
ve,0.9148570975434638
marihuano,0.9148419514098051
gustavobolivar,0.9148419514098051
marley,0.9146496575808423
consumi,0.9144279537372695
pasapalabrachv,0.9143527428355581
mujer💜,0.9143527428355581
aborto,0.9143478449632461
kg,0.9143022292596327
man,0.9142539615263645
dr,0.9141591730964336
olía,0.9137258817006324
par,0.913664830292944
fumamo,0.91356173035521
brownies,0.9134840436139681
reloj,0.9134607023157997
b,0.9134084640893978
dad,0.9133094981030601
ta,0.9132997259962652
fumó,0.9132810133336902
impactante,0.9132810133336902
tip,0.9132810133336902
deportaron,0.9132810133336902
go,0.9132304606347643
table,0.9131949939222916
codeinaa,0.9130497101381406
welcome,0.9127273940833631
tijuana,0.912621882867853
fumad,0.912598777127352
lt,0.9125633211964683
legar,0.9125057430445735
juana,0.9124923719267432
tequila,0.9122305117665591
avionetica,0.9121234896340107
pomada,0.9121234896340107
cultivo,0.9119923222239634
vi,0.911869529283233
va,0.9116212517200005
pone,0.9116186955408574
tos,0.9115802586277849
saborear,0.9115174459215231
amapola,0.9115174459215231
drama,0.9115039517651321
policía,0.9114522501084261
bahamas,0.9113770217533849
ando,0.9112644668731282
tabaco,0.9112543245219418
pastillita,0.9111742723079352
ajajaj,0.9111531408287619
ano,0.9110455152890471
smoking,0.9108676251591006
tvynovelasmex,0.9108676251591006
agonía,0.9108676251591006
